doi,functionals,basis_sets,softwares,elements
10.1021/ic900233d,,,,C H N
10.1021/ic9002466,,,,C Cu F H N O
10.1021/ic900285b,,,,C H Ir
10.1021/ic900307f,,,,C Cu H N O
10.1021/ic900347e,,,,C Cl H O P Ru
10.1021/ic900417z,,,,C H N Ni
10.1021/ic900467d,,,,B C H Re W
10.1021/ic900495s,,,,Ag Al Ar As B Ba Be Br C Ca Cd Ce Cl Co Cr Cs Cu Dy Er Eu F Fe Ga Gd Ge H He Ho I In K Kr La Li Mg Mn Mo N Na Nb Nd Ne Ni O P Pd Pm Pr Rb Rh Ru S Sb Sc Se Si Sm Sn Sr Tb Tc Te Ti Tm V Xe Y Zn Zr
10.1021/ic900552b,,,,C Cl Co H N P Zr
10.1021/ic9005899,,,,C H Mn N O
10.1021/ic900677c,,,,C H
10.1021/ic900734d,,,,Mo
10.1021/ic900744v,,,,C Cu H N
10.1021/ic900765x,,,,P
10.1021/ic900783k,,,,C H O
10.1021/ic9008784,,,,C Fe H S
10.1021/ic901003q,,,,C H N Ni O
10.1021/ic901014r,,,,Au C H O P
10.1021/ic901032c,,,,C Cu H N P
10.1021/ic901072z,,,,Ti
10.1021/ic9011026,,,,C Fe H P
10.1021/ic9011197,,,,Ag Al Ar As B Ba Be Br C Ca Cd Ce Cl Co Cr Cs Cu Eu F Fe Ga Gd Ge H He I In K Kr La Li Mg Mn Mo N Na Nb Nd Ne Ni O P Pd Pm Pr Rb Rh Ru S Sb Sc Se Si Sm Sn Sr Tc Te Ti V Xe Y Zn Zr
10.1021/ic901189k,,,,C H N O Rh
10.1021/ic9012153,,,,C F H N Na P
10.1021/ic901250z,,,,C H
10.1021/ic901257s,,,,C H P S
10.1021/ic9013587,,,,C H Ir N P
10.1021/ic901377h,,,,B Mn
10.1021/ic901391y,,,,C Fe H N O
10.1021/ic901408n,,,,Ag H P Se
10.1021/ic901421m,,,,C H N Zn
10.1021/ic901477m,,,,C H N Ru
10.1021/ic901481q,,,,B C H Mo
10.1021/ic901581r,,,,C H I N O U
10.1021/ic901584u,,,,H
10.1021/ic901590s,,,,C H
10.1021/ic9016307,,,,Al C Cl H O
10.1021/ic901675p,,,,C Fe H N O S
10.1021/ic901731b,,,,B C H Ni S
10.1021/ic901789h,,,,C Cl Fe H O
10.1021/ic901896z,,,,B C H P
10.1021/ic9018986,,,,C Cu H N
10.1021/ic902012z,,,,C Cl H N P Pd
10.1021/ic902039g,,,,B C H N
10.1021/ic902051t,,,,C Fe H Mn N O
10.1021/ic9020993,,,,C Cu F Fe H N O
10.1021/ic902126a,,,,C Fe H
10.1021/ic902135t,,,,C H Nd S
10.1021/ic902202s,,,,Pd
10.1021/ic9022135,,,,C Fe H O S
10.1021/ic902304a,,,,C Fe H N O
10.1021/ic902354e,,,,C H N
10.1021/ic902365a,,,,C Fe H N O S
10.1021/ic902381b,,,,O Se W
10.1021/ic902395v,,,,C H O Ti
10.1021/ic902409n,,,,C H N
10.1021/ic902418v,,,,C Ca H N O
10.1021/ic902436s,,,,B C H
10.1021/ic9024537,,,,C Cu H N O
10.1021/ic9024553,,,,B C F H N
10.1021/ic902504y,,,,C H N O Ru
10.1021/ic902508z,,,,H O
10.1021/ie200269q,,,,H He
10.1021/ie300492z,,,,C H N O
10.1021/ie303012n,,,,H
10.1021/ie3035866,,,,Ag
10.1021/ie400099q,,,,Ca
10.1021/ie4001629,,,,Br C H N O
10.1021/ie401861b,,,,Li
10.1021/ie402221n,,,,No
10.1021/ie403280h,,,,C H N O
10.1021/ie403426c,,,,Si
10.1021/ie404326j,,,,B Ca Fm Hg Nd Ne Zn Zr
10.1021/ie501732a,,,,C H
10.1021/ie502617r,,,,C H O S
10.1021/ie503284x,,,,Li
10.1021/ie504129e,,,,C H
10.1021/ie505028w,,,,B Be Li
10.1021/ie800684a,,,,C H N O
10.1021/ja00101a078,B3LYP | BLYP | SVWN,"6-311+G** | 6-311G(d,p) | 6-31G(d)",,
10.1021/ja0055108,B3LYP,"6-31G | 6-31G(d,p) | cc-pVTZ (-f) | lacv3p** | lacvp**",Jaguar,
10.1021/ja005543n,,,,C O
10.1021/ja005565+,B3LYP | HF-LYP,6-31LAN,Gaussian,O
10.1021/ja016468z,,,,C H I O P Rh
10.1021/ja016772s,,,,C Cl H P Ru
10.1021/ja016945d,B3LYP | B3P86 | B3PW91,"6-31++G** | 6-311++G** | 6-311G(d,p) | 6-31G(d,p)",Gaussian 98 | Jaguar,
10.1021/ja0171963,B3LYP,6-31G | LACV3P+*-6-311G+* | LACVP,,
10.1021/ja017351d,B3LYP,6-31G | Hay-Wadt small core effective core potential | LACVP**,Jaguar,C Cl H N P Rh
10.1021/ja0176191,,LANL2DZ,Gaussian94,Ca Mn Ne P
10.1021/ja0207293,B3LYP,"6-31++G(d,p)",,
10.1021/ja025633n,B3LYP,6-31+G* | 6-311+G** | 6-31G(d),,C H S
10.1021/ja025667v,,,,B C H N Pt
10.1021/ja0260061,B3LYP | Lee-Yang-Parr | Vosko-Wilk-Nusair,6-31G(d),Jaguar,
10.1021/ja026200n,Becke (exchange correction) | Perdew (correlation correction) | VWN (local density approximation),Zora(V) | double-ζ quality augmented with a polarization function (ADF basis III) | triple-ζ quality (ADF basis IV),ADF,
10.1021/ja0262941,,,,C H
10.1021/ja026608k,B3LYP,6-31G(d) | LANL2DZ,Gaussian 98,C Cl H Zr
10.1021/ja026872d,,,Gaussian 98,
10.1021/ja027326n,,,,C H
10.1021/ja0276321,,,,C Cl H N O V
10.1021/ja027670k,B3LYP,"6-31G(d,p) | LACV3P** | LACVP** | cc-pVTZ(-f)",Jaguar,
10.1021/ja027762+,B3LYP,LACV3P*,Gaussian,C H Pd
10.1021/ja028394c,BP86 | LDA | VWN,ADF ZORA III | ADF ZORA IV,ADF,
10.1021/ja028923c,,,,C H N P Rh
10.1021/ja029076g,BP86 | GGA-PW91,DZP,ADF | DACAPO,
10.1021/ja029125p,,,,C Cl H O Pt
10.1021/ja029197g,,,,C H O P Rh
10.1021/ja029584q,,,,C H
10.1021/ja029712a,,,,H
10.1021/ja029806k,VWN - B88 - LYP | VWN - B88 - P86 | VWN - B88 - PBE | VWN - B88 - PW91 | VWN - LB94 - P86 | VWN - PBE - P86 | VWN - PW86 - P86 | VWN - SAOP - P86,Effective core potentials with Gaussian-type valence electron basis sets | Gaussian-type all electron basis sets | Slater-type all electron basis sets,,C H Ni S
10.1021/ja029972s,,,,Db Nd P Re Rh Th Zn
10.1021/ja031617u,B3PW91,"6-31G(d) | 6-31G(d,p) | LANL2DZ",Gaussian 98,C H N P Re Si
10.1021/ja031784u,B3LYP,"6-31G(d,p) | LACVP** | LACVP**++",Jaguar,
10.1021/ja0320121,B3LYP | BLYP | BP86 | PWP1,DZP | TZV(PP) | TZV(PP)+ | TZVP,,
10.1021/ja034126i,,,,C H
10.1021/ja034142f,B3LYP,6-31G(d),Jaguar,
10.1021/ja034833b,,,,C H N Ru Si
10.1021/ja0349094,B3LYP,LanL2DZ-II | LanL2DZ-III | SDD,Gaussian,
10.1021/ja0350280,B3LYP,"6-31G(d,p)",,C H O
10.1021/ja035165x,,,,C H N P Re Si
10.1021/ja035590q,B3LYP,6-311+G** | 6-31G(d) | LACV3P,Jaguar,C Fe H N O S
10.1021/ja0356683,B3LYP | CCSD(T) | MP2,6-311++G** | 6-311+G** | cc-pVDZ,Gaussian,
10.1021/ja035729x,B3LYP,"6-31G(d,p)",,C H
10.1021/ja035826q,,,,C F O
10.1021/ja0358697,,,,Al Ar B Be C Ca Cl F H He K Li Mg N Na Ne O P S Si
10.1021/ja0362611,B3LYP,"6-31G(d,p) | LACVP**",Jaguar,C Cl H Ir O P
10.1021/ja036264d,,,,C H O V
10.1021/ja036999i,,,,C H N P Re Si
10.1021/ja037325a,B3LYP,6-31G(d),Gaussian 98,C H N O
10.1021/ja037637d,B3PW91,"6-311+G(3df,2p)",Gaussian 98,
10.1021/ja0376487,B3LYP,6-31G(d),,C H N O Si
10.1021/ja037928m,,,DENZO,
10.1021/ja037983v,mPW1K,Dunning cc-pVDZ | Huzinaga-Dunning double-z | Stuttgart-Dresden basis set-RECP,Gaussian 98,C H O Ru
10.1021/ja038082p,B3LYP | Lee-Yang-Parr,CP(PPP) | IGLOIII | SV(P) | TZVP,ORCA,C H N Ni O S
10.1021/ja038083h,B3LYP,D95V | LANL2DZ | cc-pVDZ,Gaussian 98,
10.1021/ja038327y,,,,C H N
10.1021/ja038616m,B3PW91,"6-311G(d,p) | 6-31G(d,p)",Gaussian 98,
10.1021/ja038838k,B3LYP | CCSD | CCSD(T),"6-31+G** | 6-311+G** | 6-31G(d) | 6-31G(d,p)",Gaussian 16,
10.1021/ja038973x,,,,C H N
10.1021/ja0390202,BP,III (other elements) | IV (Mn),ADF,C H Mn N O
10.1021/ja039142u,,,,C H
10.1021/ja0392216,B3LYP | BLYP,"6-31G(d,p) | DNP | LACVP**",Jaguar,C H N P V
10.1021/ja039419q,,,,C Co H N S
10.1021/ja039464y,,LANL2DZ,Gaussian94,
10.1021/ja0395386,BPW91,,,
10.1021/ja0398215,B3LYP,"6-31G(d,p)",Jaguar,
10.1021/ja039847w,B3LYP,B1,Gaussian 98,
10.1021/ja0424732,B3LYP,CP(PPP),,C Fe H N O S
10.1021/ja042622g,B3LYP,"LACVP*, LACV3P**+",Gaussian,C Cl H N P Ru
10.1021/ja042958q,,,,C Cr H S
10.1021/ja043007f,,,"JASCO 810, Aviv Circular Dichroism Spectrometer Model 62DS",
10.1021/ja043460r,B3LYP,6-31+G** | Lanl2dzp,,Fm
10.1021/ja043521l,B3LYP,"6-31G(d,p) | cc-pVTZ(-f)",Jaguar,C H
10.1021/ja043626o,,,,H
10.1021/ja043692q,,,,H N O
10.1021/ja043697n,,,,C H P Ru
10.1021/ja043777r,,,,B Be H He Li
10.1021/ja0439470,,,ADF,
10.1021/ja0441099,B3LYP,"6-31G(d,p)",,
10.1021/ja044240g,B3LYP | PBE,D95v for all other elements | LANL2DZ with ECP for Ir,Gaussian 03,
10.1021/ja044603c,,,,C Cl H O Pd
10.1021/ja044607h,,,,C H N O
10.1021/ja044716w,B3LYP,"6-311+G** | 6-31G(d) | TZV,3-21G* | TZVP,SV(P)",Gaussian 03,C Fe H N O S
10.1021/ja045006t,B3LYP,6-31G(d),Gaussian 16,
10.1021/ja0451012,,,teXsan,
10.1021/ja045169h,PBE,ultrasoft pseudopotentials,PWscf,
10.1021/ja045276b,"BP86, SAOP","TZ2P, QZ4P, 6-31G**",NWChem,C H N O
10.1021/ja0453174,PW91,double numeric polarized (DNP),Materials Studio,C Cl H P Ru
10.1021/ja0453984,B3LYP,"6-31+G(d,p)",,
10.1021/ja045694g,B3LYP,"6-311++G(d,p) | 6-31G(d) | LACVP* | SDD",Gaussian 98 | Q-Chem | Spartan,
10.1021/ja045859l,B3LYP,LACVP**++,Gaussian,
10.1021/ja046310p,PBE,311-split,Priroda,
10.1021/ja046525z,B3LYP,"6-31G(d') | 6-31G(d',p') | LANL2DZ | LANL2DZdp",Gaussian 03,
10.1021/ja046753t,,TZ2P,ADF,
10.1021/ja046861f,B3LYP,6-311G(2d) | 6-31G(d),,
10.1021/ja047125e,,aug-SDB-cc-pVDZ,,
10.1021/ja0472376,B3LYP | BLYP,"6-31G(d,p) | DNP | LACVP**",Jaguar,C F H N O S V
10.1021/ja047432k,,,Gaussian | Jaguar,
10.1021/ja047761c,B38LYP | B38P86 | B3LYP | BP86,6sN | DZP | EPRII | TZP | TZP+,ORCA,
10.1021/ja047794s,B3LYP,LANL2DZ,Gaussian,C H N O Pd
10.1021/ja047915o,B3LYP | B3P86 | BP86 | CCSD(T),"6-311+G(2d,2p) | 6-31G(d) | aug-cc-pVTZ",,C Co H N
10.1021/ja048090l,B3LYP,6-31+G*,Gaussian 98,C H O
10.1021/ja0484303,,,,C H I N O Ru
10.1021/ja048476w,B3LYP,6-31+G*,,C Cl H Mg O
10.1021/ja048528h,B3LYP,6-311++G** | 6-31G | LACV3P+* | LACVP,Gaussian 98 | Jaguar,
10.1021/ja0485560,,,Microsoft Excel,
10.1021/ja048663u,,,,C H Li Zn
10.1021/ja048739m,B3LYP,6-31G(d) | LANL2DZ+ECP,Gaussian 98,C Cl H O Rh
10.1021/ja048861l,"BLYP, B3-LYP, BP86",not specified,Turbomole,
10.1021/ja048988a,B3LYP,6-31G(d),Q-Chem,
10.1021/ja049050k,,,,C H N
10.1021/ja049346q,B3LYP | BP86,"18s,10p,6d/[6s,3p,3d] | 18s,13p,6d,2f,1g/[8s,7p,4d,2f,1g] | 18s,13p,7d,3f,2g,1h/[8s,7p,5d,3f,2g,1h] | 6-31G(d) | 6-31G(d,p) | ECP60MWB + 2f | LACV3P | cc-pVDZ | cc-pVTZ",,C Co H O
10.1021/ja049921q,B3LYP,6-31++G**,,
10.1021/ja0499243,,,,C H Zr
10.1021/ja049962m,,,SMART,
10.1021/ja050298z,"B3LYP, BPW91","6-31G(d), 6-31+G(d), LANL2DZ",Gaussian 98,C Cl H Ru S
10.1021/ja050453+,B3LYP,"BS-I, BS-II",Gaussian 03,H
10.1021/ja0504800,,,,C H
10.1021/ja050583i,,,Gaussian 98,Br C H
10.1021/ja050613h,BMK,Dunning cc-pVTZ | Huzinaga-Dunning double-ζ | Stuttgart-Dresden basis set-RECP,Gaussian 03,
10.1021/ja050860l,B3LYP,"6-311G(d,p) | 6-31G(d)",Gaussian 03,
10.1021/ja050904q,,,,Li
10.1021/ja050949r,B3LYP,LACVP*,Gaussian 98,C H N O Pd
10.1021/ja051073r,B3LYP,6-31G(d),Gaussian 98,
10.1021/ja0511568,,,Gaussian 98,
10.1021/ja0512428,B3LYP,6-31G | LACV3P++** | LACVP,Gaussian 03 | Jaguar,
10.1021/ja051274v,,,Gaussian 03,
10.1021/ja051377d,B3LYP,6-31G(d) | LACVP*,Gaussian 98 | Q-Chem | Spartan,
10.1021/ja051811b,,,,C H N O Ru
10.1021/ja0519031,B3LYP | BP86 | PBE,,,C Fe
10.1021/ja052047w,BP86,"6-31G(d,p) | Stuttgart RECPs",Gaussian 98,C H N O Pd
10.1021/ja052435y,BP86,6-31G(d),Gaussian 03,C H O P Pd
10.1021/ja052467l,B3LYP,3-21G(d),Gaussian 03,
10.1021/ja052689j,B3LYP,D95**,Gaussian 03,C H N O
10.1021/ja053084q,B3LYP,6-31G(d),Gaussian 03,
10.1021/ja053186g,,,Gaussian 03,
10.1021/ja0533139,B3LYP | MPW1K,LACVP** | LACVP**++,Gaussian,
10.1021/ja053528i,,,,C H
10.1021/ja053710j,B3LYP | B3PW91 | BLYP | BPW91 | PBE | PWP91,"6-31G(d,p) | LACV3P | cc-pVTZ(-f)",,C H N O Ru
10.1021/ja053819r,"B3LYP, BP86",DZP++,Gaussian | SHELXTL 6.13,
10.1021/ja053875s,B3LYP | HF,6-31G(d) | TZVP+,ChemShell | Turbomole,
10.1021/ja053879x,,,,C H N Ru
10.1021/ja0539138,,,Gaussian 03,C F H N
10.1021/ja0540728,B3LYP,6-31G(d),CAChe workstation | Gaussian,B
10.1021/ja054152b,,,Turbomole,
10.1021/ja054282k,,,,C Fe H N S
10.1021/ja054371x,,,Gaussian 98,Be
10.1021/ja054433j,,,Gaussian 03,C Fe H N O
10.1021/ja054479c,B3LYP,LANL2DZ,Gaussian 03,
10.1021/ja0545463,B3LYP,"6-31+G(d,p) | 6-311++G(d,p) | PM3 | cc-pVTZ",Gaussian 03,
10.1021/ja054553r,,,Gaussian 98,C H
10.1021/ja054569h,,,,P
10.1021/ja054827a,B3LYP,"6-31G(d,p) | LANL2DZ",Gaussian 03,C Cl H O Ru
10.1021/ja0549291,,,Gaussian 03,
10.1021/ja0549695,,,Gaussian 03,C Fe H N S
10.1021/ja0552951,,,Gaussian 03,C Mn O
10.1021/ja055317j,B3PW91,UFF,Gaussian 98,B C F H Ir N P
10.1021/ja055397r,,,,C H P Si Y
10.1021/ja0555163,,,Gaussian 03,
10.1021/ja0555670,,,,B C H O
10.1021/ja0556326,BP86,TZP,,C H N
10.1021/ja055692b,B3LYP,6-31+G(d) | 6-31G | 6-31G(d) | LANL2DZ | STO-3G,Gaussian 98,C Cl Fe H P Pd S
10.1021/ja0556934,B3LYP,"6-31G(d,p) | LACV3P | LACVP | cc-pVTZ(-f)",Jaguar,C H N P Ti
10.1021/ja055756i,B3LYP,LACV3P**++,Jaguar,C H O Pd S
10.1021/ja055856o,B3LYP,TZVP,Gaussian 03,C Cu H N O S
10.1021/ja0559146,,,Gaussian 98,
10.1021/ja056135s,B3LYP | BP86,SV(P) | TZVPP | triple-ξ plus two polarisation functions,ADF | ORCA | Turbomole,
10.1021/ja056165v,B3LYP,6-31G(d) | LANL2DZ,Gaussian,Br C H P Pd
10.1021/ja056630o,,,,C
10.1021/ja056650q,B3LYP,6-31G(d),Gaussian 03,H
10.1021/ja056661j,B3LYP,"6-31G(d) | 6-31G+(2df,2p) | LANL2DZ",Gaussian 98,C H O Pd
10.1021/ja056676h,B3LYP | HF | O3LYP | PBE0,"6-31+G(d,p) | 6-311++G(2d,2p) | 6-311++G(d,p) | 6-311G(2d,2p) | 6-311G(d,p) | 6-31G | 6-31G(d,p)",Gaussian 03,
10.1021/ja0569959,,,Gaussian 03,
10.1021/ja057127e,,,Gaussian 03,C H O
10.1021/ja0572452,PBE,"6-31G(d,p) | LACV3P** | LACVP** | ccpVTZ(-f)",Jaguar,C Co H N P Si
10.1021/ja057306w,B3LYP,LANL2DZ,Gaussian 03,
10.1021/ja057494q,B3LYP,"6-31G(d') | 6-31G(d',p') | LANL2DZ | LANL2DZdp",Gaussian 03,
10.1021/ja0575023,PBE,"12 bare Gaussians for C | 13 bare Gaussians for N | 5 s-, 4 p- and 3 d contracted orbitals for O | 5 s-like, 3 p-like and 1 d-like orbital for H | 6 s, 5 p and 3 d contracted orbitals for S | 7 s-like, 5 p-like and 4 d-like contracted Gaussian orbitals for Mn",NRLMOL,
10.1021/ja057523x,,,Gaussian 03,
10.1021/ja057731p,,,Gaussian 03 | Turbomole,
10.1021/ja057825z,,,Gaussian 03,C Cl H P Pd
10.1021/ja057827j,B3LYP,"6-31+G(d,p)",Gaussian 03,C H N P
10.1021/ja057937q,,,,C H N Zr
10.1021/ja057998o,,,,Au C Cl H N O
10.1021/ja058233j,,,Gaussian 03,
10.1021/ja0584119,B3LYP,6-31+G(d),Gaussian 03,C Cl H N O P
10.1021/ja0584830,,,,C H S U
10.1021/ja058590u,,,SHELXL-97,
10.1021/ja058746q,,,,C H O P
10.1021/ja060085p,,,Gaussian 03,C H P Pd
10.1021/ja060165t,,,Gaussian 98,C F H N O
10.1021/ja060180y,,,,C Cu Fe H O
10.1021/ja060756j,B3LYP,"6-31G(d,p)",Gaussian,C Co H
10.1021/ja060832i,,,Gaussian 03,B Be C F H He Li Mg N Na Ne O
10.1021/ja061346y,,,,B C H N O
10.1021/ja061454k,B3LYP,"6-31G(d,p) | SDD",Gaussian 98,
10.1021/ja0615223,,,Gaussian 03,
10.1021/ja061590p,B3LYP,"6-31G(d,p) | LACV3P | LACVP | cc-pVTZ(-f)",Jaguar,C H N P Ti
10.1021/ja061604r,,,Gaussian 03,C H N O S
10.1021/ja061606b,B3LYP,6-31G(d),,C H N O S
10.1021/ja061609o,"B3LYP | B3LYP, UB3LYP | OPBE","6-31G | LACV3P++** | LACVP | LACVP, 6-31G, LACV3P++**",Gaussian 03 | Jaguar,C Fe H N O
10.1021/ja061618x,,,Gaussian 03,C Fe H N O S
10.1021/ja0616736,,,Gaussian 03,
10.1021/ja061798a,,,,C H Mn O
10.1021/ja061803a,"B3PW91, BP86",,Gaussian 98,
10.1021/ja061963m,B3LYP,"6-311G(d,p)",Gaussian 03,C H Li N O
10.1021/ja0620181,B3LYP,"6-31+G(2d,p) | 6-31+G(d,p) | 6-311++G(d,p)",Gaussian 03,H O
10.1021/ja062026h,,,Gaussian 98,
10.1021/ja062051n,B3LYP,6-311G,Gaussian 03,C Fe H N
10.1021/ja062166r,,,,Li
10.1021/ja0621804,,,Gaussian 03,
10.1021/ja0621997,,,,H O
10.1021/ja062327r,,,,C H N P Re Si
10.1021/ja062509l,B3LYP,LACV3P+** | LAV2P*,Jaguar,
10.1021/ja0625374,B3LYP,6-31G(d),Gaussian 03,
10.1021/ja062706k,,,Gaussian 03,C Fe H N S
10.1021/ja0630137,,,,H P Pd
10.1021/ja063072k,B3LYP,6-31g(d),Gaussian 03,
10.1021/ja063201x,B3LYP,6-311++G** | 6-31G(d),Gaussian 03,C F H N S
10.1021/ja063243l,B3LYP,"6-31++G** | 6-31G(d,p) | cc-pVTZ++",,C H
10.1021/ja063282x,,,Gaussian 03,
10.1021/ja063510n,,,Gaussian 03,
10.1021/ja0635736,,,Gaussian 03,C H Sn
10.1021/ja063671r,,,Gaussian 03,B C Cu H N O
10.1021/ja0639315,,,Gaussian 03,C H N O
10.1021/ja063944i,,PPh3,Gaussian 03,C H Pd
10.1021/ja063980h,,,,C H O
10.1021/ja0641498,,,Gaussian 03,C Fe H N O
10.1021/ja064167p,,,Gaussian 03,C Fe H N O S
10.1021/ja064262y,B3LYP,LANL2DZ,Gaussian 03,C H N Ru
10.1021/ja064398w,B3LYP,6-31G(d) | LANL2DZ,Gaussian 98,
10.1021/ja064570w,,,Gaussian 03,C H N Os P Si
10.1021/ja0645988,,,Gaussian 03,
10.1021/ja064601n,B3LYP,6-31+G* | 6-311+G*,Gaussian 03,Al C H Li N
10.1021/ja064711u,B3LYP,6-31G(d),Gaussian 03,
10.1021/ja0647194,,,Gaussian 03,
10.1021/ja064853o,B3LYP,"6-31G(d,p) | LACVP",Jaguar,B C F H N P Ti
10.1021/ja064924j,,,,C Cl H N Ru
10.1021/ja064927w,B3LYP | HF,6-311++G** | 6-31G(d),Gaussian,
10.1021/ja065249g,,,Gaussian,
10.1021/ja0654074,,big basis set | small basis set,,
10.1021/ja065638a,,,Gaussian 03,
10.1021/ja066482h,,,APEX II v.2.02 | Gaussian 98 | SHELXTL,Be
10.1021/ja0665949,BP86,"6-311G* on Cu, Ni and S | 6-31G* on C and N",Gaussian 03,C Cu N S
10.1021/ja066930l,B3PW91,not specified,Gaussian 03,C F H N Pd
10.1021/ja066931d,B3LYP,6-31G(d) | Stuttgart/Dresden quasi-relativistic pseudopotential,Gaussian 03,
10.1021/ja067144j,,LAV3P+**,Jaguar,
10.1021/ja0675346,B3LYP,6-311+G*/SDD | 6-31G(d) | LANL2DZ,Gaussian 03,
10.1021/ja067878w,B3LYP,6-311+G* | Stuttgart RSC 1997 ECP for Pd,Gaussian 03,B C H O P Pd
10.1021/ja0679580,BP86,TZVP,Turbomole,C H N O
10.1021/ja068058m,,,,C H O V
10.1021/ja0681523,,,,Al B Be C F H He Li Mg N Na Ne O P S Si
10.1021/ja068291k,B3PW91,6-31+G*,Gaussian 03,C H N O
10.1021/ja0683180,B3LYP,6-31G(d),Gaussian 03,C H P
10.1021/ja068417d,,,Gaussian 03,
10.1021/ja0684500,,,ADF2004.01,C H O P Pd
10.1021/ja068542p,,,Gaussian 03 | SADABS | SAINT | SHELXTL 6.1.2 | XPREP,
10.1021/ja068587q,,,DENZO,
10.1021/ja068618h,,,,C H N O S
10.1021/ja0687724,B3LYP,6-31G(d),Gaussian 03,C H N O
10.1021/ja0689684,,,,C H N P Ti
10.1021/ja069037v,B3LYP,6-31+G(d),Gaussian 03,
10.1021/ja0691324,,,,C Cl Fe H P
10.1021/ja0692581,PBE,TZVPP,,
10.1021/ja0700146,,,Gaussian 03,
10.1021/ja070123k,B3LYP,6-31+G* | 6-311+G**+TZVP(Zn) | 631SVP,Gaussian 98,C H O
10.1021/ja0702162,B3LYP,,Gaussian 03,C H P Pt
10.1021/ja070264m,,,,C H Ni O Pt
10.1021/ja070324o,B3LYP,"6-311G(d,p)",Gaussian 03,Gd Nd Pd
10.1021/ja070395n,OLYP,"(4s)/[2s] for hydrogen | (4s,4p,1d)/[2s,2p,1d] for phosphorus | (8s,7p,6d)/[6s,5p,3d] for Rh | (9s5p)/[4s2p] for first-row elements | double-ζ Dunning-Huzinaga basis sets",Gaussian 03,
10.1021/ja070516j,B3LYP | PBE,6-31G(d) | LACV3P** | LACV3P**++ | LACVP | MIDI!,Jaguar,
10.1021/ja070572k,B3LYP,6-311+G* | Stuttgart RSC 1997 ECP,Gaussian 03,B C H O P Pd
10.1021/ja070625y,,,Gaussian 03,C H
10.1021/ja0707153,B3LYP,"6-31G(d,p) | SDDALL",Gaussian,
10.1021/ja070718f,B3LYP | HF | MP2,"6-311G(d,p) | 6-31G(d) | LANL2DZ",Gaussian 03,
10.1021/ja0707714,B3LYP | BHandHLYP | MPWKCIS1K,"6-31+G(d) | 6-31+G(d,p) | LanL2DZd | LanL2DZdp | cc-pVDZd",Gaussian 03,
10.1021/ja070903t,B3LYP,LACVP,Gaussian 03,C Fe H N O S
10.1021/ja070989q,B3LYP,"6-31G(d,p) | LACV3P | LACVP | cc-pVTZ(-f)",Jaguar,C H N P Ti
10.1021/ja071034a,B3LYP,6-31+G(d) | 6-31G(d),Gaussian 03,Br C H P Pd
10.1021/ja071070+,B3LYP | MP2,"6-31+G(d,p) | 6-31G(d) | SDD",Gaussian 03,C H O
10.1021/ja0710858,B3PW91,Stuttgart-Dresden basis set (SDD) | augmented by a d-type polarization function with exponent 0.1884 for Ga | augmented by a polarization f function for Nd,Gaussian 98,C Ga H N Nd O
10.1021/ja0711011,,,,C F H Ir N
10.1021/ja0712367,,,Gaussian 03,
10.1021/ja071364v,,,Gaussian 03,C Fe H N O S
10.1021/ja0715952,,,,Mg
10.1021/ja0717414,B3LYP,6-31G | 6-31G(d) | LANL2DZ+ECP,Gaussian 03,C H N O P Pd
10.1021/ja0717865,B3LYP | MP2 | SCS-MP2,"6-31+G* | 6-31+G*(THF) | 6-311+G**(THF) | 6-311G(d,p) | 6-31G(d) | cc-pVTZ",Gaussian 03,
10.1021/ja071825c,B3LYP,"6-31G(d,p) | BS1 | BS2",Gaussian 03,C H
10.1021/ja071972a,,,Gaussian 03,C H O
10.1021/ja0719982,"PW91, OLYP",,,C Fe H N O S
10.1021/ja072037q,B3LYP,6-31G(d),Gaussian 03,C H N O
10.1021/ja072208r,,"6-311+G(2d,2p) | LACVP**",Gaussian 03,C Co H
10.1021/ja072360t,B3LYP,6-31G(d),Gaussian,
10.1021/ja072400t,B3LYP,"6-31G(d,p) | LACVP** | LACVP**++",Jaguar,
10.1021/ja072478+,B3LYP,6-31G(d) | 6-31G(d) for C and H | LANL2DZP | LANL2DZP for Sn,Gaussian 03,C H Sn
10.1021/ja0724947,,Stuttgart RSC 1997 ECP,Gaussian 03,
10.1021/ja072505w,B3LYP,6-31G(d) | LANL2DZ+ECP,Gaussian 03,C Cl H O Rh
10.1021/ja072531u,B3LYP,6-311+G**,Gaussian 98,
10.1021/ja072532m,B3LYP,6-31G(d),Gaussian 03,C H N O Zn
10.1021/ja072573i,O3LYP,6-31G(d),PQS Ab Initio Program Package version 3.3,
10.1021/ja072707s,,,,C H O Re
10.1021/ja072844p,B3LYP,LACVP**++,Jaguar,
10.1021/ja073181e,B3LYP,6-311G(d),Gaussian 03,
10.1021/ja0734501,"BP86, B3LYP, RPBE","TZVP, TZ2P",ADF,C H N O
10.1021/ja073578i,,,,Au H
10.1021/ja0737321,,TZP,,Na O P W
10.1021/ja073747z,,6-31G | 6-31G(d),Gaussian 03,C Cl H O P Pd
10.1021/ja073897+,B3LYP,TZVP,Turbomole,C H O Rh
10.1021/ja074044k,,,,C H N Pd
10.1021/ja074322f,B3LYP,LANL2DZ,Gaussian 03,
10.1021/ja074378+,PBE,"6-31G(d,p) | LACV3P | LACVP | cc-pVTZ(-f)",Jaguar,C Co H N P Si
